Area Code,Area Name,SOC Code,SOC Title,Employment ,Median,,Mean,,Entry Level,,10th Percentile,,90th Percentile,
000009,Connecticut,47-5099,"Extraction Workers, All Other",10,29.13,"60,575",31.1,"64,687",23.78,"49,469",23.83,"49,562",40.03,"83,254"
000009,Connecticut,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,"6,270",39.95,"83,109",42.09,"87,552",28.15,"58,550",25.32,"52,661",62.85,"130,728"
000009,Connecticut,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",130,22.53,"46,855",23.34,"48,549",18.19,"37,845",18.1,"37,649",30.8,"64,067"
000009,Connecticut,47-2121,Glaziers,500,27.28,"56,742",28.23,"58,716",18.18,"37,825",16.33,"33,981",41.86,"87,066"
000009,Connecticut,47-4041,Hazardous Materials Removal Workers,630,24.62,"51,204",27.06,"56,277",18.73,"38,961",17.37,"36,130",36.16,"75,215"
000009,Connecticut,47-3019,"Helpers, Construction Trades, All Other",80,16.48,"34,281",19.86,"41,296",14.71,"30,613",14.72,"30,623",29.01,"60,338"
000009,Connecticut,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",110,31.25,"65,018",41.84,"87,045",21.35,"44,396",18.29,"38,031",62.69,"130,408"
000009,Connecticut,47-3012,Helpers--Carpenters,50,19.84,"41,265",23.73,"49,355",15.69,"32,648",15.5,"32,235",41.08,"85,434"
000009,Connecticut,47-3013,Helpers--Electricians,160,29.68,"61,743",28.13,"58,519",17.13,"35,634",14.64,"30,448",37.11,"77,189"
000009,Connecticut,47-5081,Helpers--Extraction Workers,20,18.85,"39,188",19.7,"40,986",17.15,"35,665",16.55,"34,426",22.05,"45,852"
000009,Connecticut,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",110,18.83,"39,178",18.61,"38,703",13.97,"29,053",13.72,"28,526",21.87,"45,491"
000009,Connecticut,47-4051,Highway Maintenance Workers,"2,080",29.66,"61,701",28.92,"60,141",23.41,"48,683",23.01,"47,857",36.14,"75,174"
000009,Connecticut,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",280,22.87,"47,588",25.28,"52,589",17.64,"36,678",17.76,"36,936",44.19,"91,912"
000009,Connecticut,47-2132,"Insulation Workers, Mechanical",200,31.85,"66,258",31.91,"66,382",20.77,"43,208",18.23,"37,918",46,"95,672"
000009,Connecticut,47-4090,Miscellaneous Construction and Related Workers,170,30.08,"62,559",29.37,"61,092",19.64,"40,842",19.1,"39,736",36.29,"75,484"
000009,Connecticut,47-2073,Operating Engineers and Other Construction Equipment Operators,"3,010",37.87,"78,770",38.19,"79,431",27.49,"57,197",25.57,"53,178",47.88,"99,588"
000009,Connecticut,47-2141,"Painters, Construction and Maintenance","1,840",24.37,"50,698",27.58,"57,352",20.15,"41,895",19.09,"39,715",39,"81,115"
000009,Connecticut,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",N/A,28.34,"58,953",30.7,"63,850",24,"49,923",24.21,"50,347",42.71,"88,833"
000009,Connecticut,47-2151,Pipelayers,30,29.23,"60,782",30.58,"63,623",26.71,"55,544",26.21,"54,510",40.39,"84,008"
000009,Connecticut,47-2152,"Plumbers, Pipefitters, and Steamfitters","4,960",36.13,"75,143",34.03,"70,793",21.47,"44,644",18.2,"37,866",47.39,"98,576"
000009,Connecticut,47-2171,Reinforcing Iron and Rebar Workers,90,41.2,"85,692",40.66,"84,566",38.67,"80,443",39.66,"82,510",41.66,"86,642"
000009,Connecticut,47-2181,Roofers,750,24.66,"51,297",29.11,"60,565",19.21,"39,943",18.58,"38,641",42.99,"89,432"
000009,Connecticut,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,150,25.65,"53,364",25.92,"53,911",18.3,"38,062",18.09,"37,628",34.69,"72,157"
000009,Connecticut,47-2211,Sheet Metal Workers,"1,720",36.69,"76,321",33.8,"70,297",20.44,"42,515",17.58,"36,585",45.14,"93,895"
000009,Connecticut,47-2231,Solar Photovoltaic Installers,110,24.61,"51,184",24.73,"51,452",19.43,"40,428",18.46,"38,403",30.13,"62,662"
000009,Connecticut,47-2022,Stonemasons,200,28.22,"58,695",28.27,"58,798",24.26,"50,460",23.94,"49,799",32.74,"68,086"
000009,Connecticut,47-2221,Structural Iron and Steel Workers,150,27.36,"56,918",31.85,"66,258",24.35,"50,657",24.94,"51,886",42.48,"88,357"
000009,Connecticut,47-2082,Tapers,340,38.67,"80,433",35.08,"72,963",25.72,"53,488",24.1,"50,140",42.93,"89,298"
000009,Connecticut,47-2044,Tile and Stone Setters,230,29.21,"60,751",28.95,"60,214",20.6,"42,856",18.96,"39,436",37.95,"78,935"
000009,Connecticut,49-0000,"Installation, Maintenance, and Repair Occupations","54,160",29.74,"61,870",31.14,"64,782",19.26,"40,045",17.78,"36,998",48.84,"101,594"
000009,Connecticut,49-3011,Aircraft Mechanics and Service Technicians,"1,160",33.29,"69,249",34.43,"71,612",22.62,"47,050",21.34,"44,387",49.13,"102,195"
000009,Connecticut,49-2097,Audiovisual Equipment Installers and Repairers,420,29.36,"61,062",28.28,"58,834",21.64,"45,009",21.36,"44,428",36.73,"76,400"
000009,Connecticut,49-3021,Automotive Body and Related Repairers,"1,660",27.22,"56,637",27.13,"56,429",19.01,"39,537",18.16,"37,754",36.13,"75,146"
000009,Connecticut,49-3022,Automotive Glass Installers and Repairers,20,21.87,"45,475",23.17,"48,211",19.48,"40,511",20.89,"43,454",30.06,"62,523"
000009,Connecticut,49-3023,Automotive Service Technicians and Mechanics,"7,450",24.51,"50,968",26.03,"54,160",16.66,"34,656",15.16,"31,536",37.58,"78,151"
000009,Connecticut,49-2091,Avionics Technicians,N/A,54.32,"112,962",56.11,"116,693",45.52,"94,681",39.01,"81,136",69.66,"144,892"
000009,Connecticut,49-3091,Bicycle Repairers,200,19.31,"40,169",18.87,"39,247",13.67,"28,427",13.47,"28,023",26.17,"54,429"
000009,Connecticut,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"2,840",30.85,"64,161",31.18,"64,876",21.29,"44,263",18.93,"39,371",40.85,"84,981"
000009,Connecticut,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",250,25.53,"53,082",26.1,"54,274",21.33,"44,356",19.56,"40,677",31.44,"65,394"
000009,Connecticut,49-2011,"Computer, Automated Teller, and Office Machine Repairers",480,23.24,"48,335",25.25,"52,512",18.38,"38,241",18.31,"38,086",33.14,"68,928"
000009,Connecticut,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",680,48.68,"101,262",45.26,"94,132",35.79,"74,441",31.59,"65,705",52.47,"109,138"
000009,Connecticut,49-2092,"Electric Motor, Power Tool, and Related Repairers",80,38.41,"79,882",35.46,"73,768",28.35,"58,979",28.02,"58,295",41.61,"86,546"
000009,Connecticut,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",70,40.47,"84,183",40.78,"84,825",35.68,"74,213",33.52,"69,705",48.86,"101,645"
000009,Connecticut,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",240,34.98,"72,742",34.08,"70,876",23.13,"48,107",21.76,"45,257",44.81,"93,220"
000009,Connecticut,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",330,49.04,"101,998",46.38,"96,453",32.17,"66,896",27.42,"57,030",67.77,"140,965"
000009,Connecticut,49-9051,Electrical Power-Line Installers and Repairers,"1,200",55.76,"115,968",54.65,"113,657",46.99,"97,728",40.6,"84,452",60.35,"125,523"
000009,Connecticut,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",30,23.39,"48,646",22.96,"47,745",19.47,"40,511",19.13,"39,786",26.33,"54,771"
000009,Connecticut,49-3041,Farm Equipment Mechanics and Service Technicians,20,30.78,"64,015",28.74,"59,777",23.69,"49,279",23.94,"49,807",33.4,"69,467"
000009,Connecticut,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","6,160",39.38,"81,913",40.89,"85,064",26.99,"56,129",25.67,"53,403",59.64,"124,041"
000009,Connecticut,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","4,890",33.42,"69,508",34.34,"71,436",23.78,"49,465",22.39,"46,563",48.56,"101,013"
000009,Connecticut,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",570,20.26,"42,138",23.22,"48,315",15.48,"32,199",14.83,"30,852",38.79,"80,690"
000009,Connecticut,49-9031,Home Appliance Repairers,230,22.29,"46,366",24.85,"51,693",17.77,"36,956",14.79,"30,749",36.83,"76,607"
000009,Connecticut,49-9041,Industrial Machinery Mechanics,"3,060",32.35,"67,301",34.08,"70,876",22.83,"47,496",22.49,"46,781",50.07,"104,133"
000009,Connecticut,49-9099,"Installation, Maintenance, and Repair Workers, All Other","1,740",23.28,"48,418",25.6,"53,248",16.64,"34,625",14.78,"30,738",39.25,"81,623"
000009,Connecticut,49-9094,Locksmiths and Safe Repairers,130,29.7,"61,777",27.26,"56,688",16.72,"34,770",14.9,"30,987",36.46,"75,830"
000009,Connecticut,49-9071,"Maintenance and Repair Workers, General","12,190",23.76,"49,424",25.7,"53,465",17.39,"36,158",16.36,"34,034",38,"79,053"
000009,Connecticut,49-9043,"Maintenance Workers, Machinery",600,27.39,"56,968",28.16,"58,575",19.03,"39,568",17.47,"36,334",40.29,"83,810"
000009,Connecticut,49-9011,Mechanical Door Repairers,180,26.34,"54,792",26.76,"55,662",21.93,"45,620",21.58,"44,884",33.99,"70,710"
000009,Connecticut,49-9062,Medical Equipment Repairers,730,30.58,"63,601",34.59,"71,954",20.96,"43,589",19.26,"40,055",44.86,"93,313"
000009,Connecticut,49-9044,Millwrights,20,30.86,"64,202",32.03,"66,627",20.7,"43,040",20.15,"41,900",40.32,"83,872"
000009,Connecticut,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",630,36.32,"75,550",34.56,"71,881",25,"51,994",21.54,"44,801",44.75,"93,085"
000009,Connecticut,49-3051,Motorboat Mechanics and Service Technicians,450,27.87,"57,953",27.93,"58,098",21.85,"45,444",19.99,"41,589",35,"72,793"
000009,Connecticut,49-3052,Motorcycle Mechanics,100,19.2,"39,951",20.59,"42,832",17.73,"36,884",18.18,"37,806",23.37,"48,605"
000009,Connecticut,49-9063,Musical Instrument Repairers and Tuners,100,22.27,"46,325",23.82,"49,548",17.08,"35,526",16.51,"34,334",30.8,"64,067"
000009,Connecticut,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,420,22.8,"47,423",26.35,"54,823",18.36,"38,200",17.45,"36,293",38.38,"79,809"
000009,Connecticut,49-9069,"Precision Instrument and Equipment Repairers, All Other",120,30.45,"63,342",31.39,"65,290",22.9,"47,631",22.91,"47,651",47.38,"98,557"
000009,Connecticut,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",200,30.05,"62,513",31.7,"65,953",25.1,"52,201",23.14,"48,128",39.02,"81,146"
000009,Connecticut,49-3092,Recreational Vehicle Service Technicians,N/A,23.24,"48,325",23.09,"48,025",19.01,"39,537",17.78,"36,998",24.22,"50,387"
000009,Connecticut,49-9096,Riggers,240,31.76,"66,067",29.73,"61,829",22.3,"46,387",21.68,"45,102",36.77,"76,472"
000009,Connecticut,49-2098,Security and Fire Alarm Systems Installers,420,30.75,"63,953",29.64,"61,642",21.18,"44,055",18.74,"38,977",39.26,"81,654"
000009,Connecticut,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","2,060",38.12,"79,291",36.64,"76,193",25.7,"53,465",23.61,"49,102",49.58,"103,138"
000009,Connecticut,49-9052,Telecommunications Line Installers and Repairers,840,30.79,"64,057",31.85,"66,233",20.06,"41,724",19,"39,516",49.37,"102,682"
000009,Connecticut,49-3093,Tire Repairers and Changers,550,16.36,"34,023",17.65,"36,708",14.85,"30,894",14.79,"30,769",22.28,"46,346"
000009,Connecticut,49-9064,Watch and Clock Repairers,N/A,25.08,"52,170",24.97,"51,921",23.02,"47,879",21.64,"45,019",26.61,"55,362"
000009,Connecticut,51-0000,Production Occupations,"89,630",23.28,"48,417",25.65,"53,346",16.37,"34,057",15.26,"31,743",39.45,"82,057"
000009,Connecticut,51-9191,Adhesive Bonding Machine Operators and Tenders,70,23.09,"48,032",24.18,"50,283",16.52,"34,359",15.57,"32,389",35.6,"74,053"
000009,Connecticut,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",330,32.9,"68,436",34.1,"70,917",20.79,"43,248",18.1,"37,652",57.85,"120,324"
000009,Connecticut,51-3011,Bakers,"2,210",17.96,"37,360",18.4,"38,277",14.17,"29,482",13.6,"28,294",24.34,"50,637"
000009,Connecticut,51-3021,Butchers and Meat Cutters,750,19.4,"40,362",21.84,"45,447",15.76,"32,775",15.56,"32,358",30.08,"62,559"
000009,Connecticut,51-7011,Cabinetmakers and Bench Carpenters,550,24.02,"49,960",24.08,"50,105",18,"37,433",16.94,"35,245",30.13,"62,673"
000009,Connecticut,51-9011,Chemical Equipment Operators and Tenders,710,24.54,"51,043",26.41,"54,941",17.18,"35,745",15.47,"32,170",40.46,"84,141"
000009,Connecticut,51-8091,Chemical Plant and System Operators,50,26.24,"54,587",25.47,"52,971",23.41,"48,678",22.7,"47,219",27.02,"56,202"
000009,Connecticut,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",80,20.58,"42,811",20.64,"42,936",15.56,"32,358",14.74,"30,638",26.05,"54,191"
000009,Connecticut,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","1,150",23.45,"48,771",24.88,"51,742",17.84,"37,121",17.49,"36,381",34.03,"70,760"
000009,Connecticut,51-2021,"Coil Winders, Tapers, and Finishers",270,19.36,"40,278",22.49,"46,771",14.82,"30,826",14.84,"30,868",45.06,"93,718"
000009,Connecticut,51-9161,Computer Numerically Controlled Tool Operators,"3,970",29.12,"60,558",28.04,"58,328",20.89,"43,467",19.58,"40,726",37,"76,951"
000009,Connecticut,51-9162,Computer Numerically Controlled Tool Programmers,520,39.59,"82,349",42.1,"87,570",30.69,"63,841",28.98,"60,287",55,"114,405"
000009,Connecticut,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",320,23.44,"48,740",23.23,"48,313",18.49,"38,444",18.6,"38,694",33.31,"69,281"
000009,Connecticut,51-9031,"Cutters and Trimmers, Hand",N/A,18.49,"38,454",20.24,"42,102",14.95,"31,107",14.65,"30,472",32.06,"66,686"
000009,Connecticut,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",450,20.86,"43,405",20.97,"43,603",17.12,"35,609",15.9,"33,067",25.95,"53,972"
000009,Connecticut,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","1,680",19.05,"39,622",20.89,"43,457",15.85,"32,962",15.27,"31,754",30.05,"62,517"
000009,Connecticut,51-9081,Dental Laboratory Technicians,130,23.3,"48,480",22.73,"47,271",15.27,"31,754",14.36,"29,867",31,"64,487"
000009,Connecticut,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",140,30.6,"63,643",27.63,"57,463",19.6,"40,778",16,"33,265",35.87,"74,616"
000009,Connecticut,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers","3,510",18.7,"38,892",22.57,"46,937",15.29,"31,795",14.73,"30,628",32.51,"67,624"
000009,Connecticut,51-2031,Engine and Other Machine Assemblers,390,29.55,"61,475",27.84,"57,890",20.34,"42,310",16.49,"34,296",36.19,"75,273"
000009,Connecticut,51-9194,Etchers and Engravers,N/A,17.75,"36,923",19.9,"41,404",15.62,"32,504",15.63,"32,514",24.76,"51,502"
000009,Connecticut,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","1,060",23.12,"48,094",23.3,"48,480",18.62,"38,736",17.98,"37,391",28.83,"59,943"
000009,Connecticut,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",280,25.16,"52,325",25.53,"53,107",19.13,"39,799",17.02,"35,391",32.51,"67,634"
000009,Connecticut,51-2051,Fiberglass Laminators and Fabricators,40,25.63,"53,305",23.64,"49,157",17.93,"37,298",17.25,"35,880",27.31,"56,827"
000009,Connecticut,51-1011,First-Line Supervisors of Production and Operating Workers,"8,820",36.69,"76,325",38.06,"79,149",24.39,"50,720",22.59,"46,989",54.58,"113,508"
000009,Connecticut,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",150,14.91,"31,014",16.21,"33,692",13.68,"28,450",13.55,"28,179",21.31,"44,322"
000009,Connecticut,51-3092,Food Batchmakers,"1,420",15.3,"31,816",17.53,"36,464",13.97,"29,065",13.55,"28,179",25.91,"53,888"
000009,Connecticut,51-3093,Food Cooking Machine Operators and Tenders,180,18.65,"38,798",19.15,"39,830",14.69,"30,555",13.61,"28,304",25.05,"52,096"
000009,Connecticut,51-3099,"Food Processing Workers, All Other",200,18.11,"37,662",18.52,"38,517",15.09,"31,378",15.19,"31,608",24.36,"50,679"
000009,Connecticut,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",270,16.12,"33,536",21.79,"45,312",15.53,"32,295",15.56,"32,358",37.57,"78,139"
000009,Connecticut,51-4071,Foundry Mold and Coremakers,N/A,24.33,"50,616",25.4,"52,836",19.76,"41,091",18.22,"37,892",30.76,"63,976"
000009,Connecticut,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",100,19.46,"40,466",21.45,"44,603",18.79,"39,080",18.89,"39,288",28.49,"59,276"
000009,Connecticut,51-7021,Furniture Finishers,60,25.84,"53,753",24.8,"51,596",20.52,"42,685",19.77,"41,122",28.14,"58,526"
000009,Connecticut,51-9022,"Grinding and Polishing Workers, Hand",180,24.27,"50,491",24.92,"51,825",16.67,"34,692",14.69,"30,555",34.64,"72,063"
000009,Connecticut,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,890",22.97,"47,771",22.92,"47,667",17.73,"36,860",17.82,"37,068",29.84,"62,059"
000009,Connecticut,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",220,24.51,"50,981",25.82,"53,722",20.05,"41,706",18.25,"37,954",30.98,"64,445"
000009,Connecticut,51-9198,Helpers--Production Workers,"1,260",18.76,"39,028",19.85,"41,289",15.17,"31,566",14.7,"30,586",28.14,"58,526"
000009,Connecticut,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","8,920",24.52,"50,991",27,"56,160",17.74,"36,891",16.59,"34,505",38.61,"80,306"
000009,Connecticut,51-9071,Jewelers and Precious Stone and Metal Workers,200,22.94,"47,719",27.25,"56,681",21.95,"45,645",22.15,"46,062",41.53,"86,371"
000009,Connecticut,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,160",24.59,"51,158",24.13,"50,168",15.94,"33,160",15.55,"32,327",33.55,"69,781"
000009,Connecticut,51-6011,Laundry and Dry-Cleaning Workers,"1,650",15.47,"32,170",16.27,"33,838",14.12,"29,367",13.91,"28,940",19.44,"40,424"
000009,Connecticut,51-4041,Machinists,"7,350",29.19,"60,714",28.34,"58,932",18.86,"39,226",17.14,"35,662",39.64,"82,463"
000009,Connecticut,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",400,16.69,"34,724",18.01,"37,454",14.26,"29,648",13.75,"28,586",23.46,"48,782"
000009,Connecticut,51-9082,Medical Appliance Technicians,220,24.45,"50,845",26.3,"54,712",17.21,"35,776",15.84,"32,942",37.64,"78,284"
000009,Connecticut,51-4199,"Metal Workers and Plastic Workers, All Other",40,21.77,"45,270",24.67,"51,304",16.68,"34,703",15.33,"31,879",39.81,"82,807"
000009,Connecticut,51-4051,Metal-Refining Furnace Operators and Tenders,40,22.43,"46,646",23.79,"49,480",19.94,"41,466",19.72,"41,008",28.76,"59,828"
000009,Connecticut,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",290,30.41,"63,236",29.88,"62,142",21.39,"44,499",18.71,"38,913",40.5,"84,235"
000009,Connecticut,51-2090,Miscellaneous Assemblers and Fabricators,"11,960",18.71,"38,913",20.64,"42,936",15.53,"32,285",14.87,"30,920",30.01,"62,423"
000009,Connecticut,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",830,21.84,"45,437",24.67,"51,314",17.03,"35,411",16.64,"34,630",39.28,"81,682"
000009,Connecticut,51-4061,"Model Makers, Metal and Plastic",40,33.29,"69,239",37.17,"77,315",27.19,"56,567",27.39,"56,973",51.24,"106,578"
000009,Connecticut,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",140,22.27,"46,312",22.05,"45,874",17.65,"36,714",17.13,"35,630",25.77,"53,607"
000009,Connecticut,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","1,410",16.8,"34,932",20.03,"41,664",15.07,"31,337",15.03,"31,264",30.91,"64,278"
000009,Connecticut,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","2,880",19.4,"40,372",21.61,"44,957",16.28,"33,859",15.05,"31,305",29,"60,318"
000009,Connecticut,51-9083,Ophthalmic Laboratory Technicians,350,24.66,"51,293",27.54,"57,286",20.83,"43,342",20.14,"41,893",39.83,"82,839"
000009,Connecticut,51-9111,Packaging and Filling Machine Operators and Tenders,"1,860",18.72,"38,934",20.49,"42,623",14.58,"30,326",13.6,"28,294",29.86,"62,100"
000009,Connecticut,51-9123,"Painting, Coating, and Decorating Workers",160,16.86,"35,068",17.48,"36,349",14.45,"30,065",14.08,"29,273",22.58,"46,969"
000009,Connecticut,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",850,23.36,"48,594",24.84,"51,669",18.4,"38,277",18.37,"38,204",37.6,"78,201"
000009,Connecticut,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",70,41.96,"87,268",41.66,"86,653",36.31,"75,533",34.04,"70,792",46.91,"97,564"
000009,Connecticut,51-9151,Photographic Process Workers and Processing Machine Operators,40,38.84,"80,775",34.67,"72,126",20.74,"43,134",15.92,"33,129",49.65,"103,275"
000009,Connecticut,51-8099,"Plant and System Operators, All Other",130,34.75,"72,292",35.86,"74,575",26.01,"54,107",24.59,"51,168",47.07,"97,918"
000009,Connecticut,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",560,19.46,"40,466",20.29,"42,196",14.81,"30,795",14.03,"29,169",28.68,"59,651"
000009,Connecticut,51-8013,Power Plant Operators,260,48.45,"100,784",46.62,"96,980",33.66,"70,010",31.66,"65,842",60.99,"126,848"
000009,Connecticut,51-5111,Prepress Technicians and Workers,290,22.68,"47,156",24.2,"50,335",18.38,"38,246",18.11,"37,662",32.81,"68,228"
000009,Connecticut,51-6021,"Pressers, Textile, Garment, and Related Materials",670,17.18,"35,745",16.93,"35,234",14.91,"31,024",14.84,"30,857",18.58,"38,652"
000009,Connecticut,51-5113,Print Binding and Finishing Workers,710,17.21,"35,797",19.29,"40,122",15.18,"31,587",15.26,"31,722",26.83,"55,806"
000009,Connecticut,51-5112,Printing Press Operators,"1,760",21.54,"44,811",22.28,"46,333",15.73,"32,702",14.74,"30,638",31.02,"64,518"
000009,Connecticut,51-9199,"Production Workers, All Other",790,17.87,"37,173",19.39,"40,330",14.17,"29,482",13.58,"28,242",25.71,"53,471"
000009,Connecticut,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",510,24.93,"51,846",24.57,"51,116",19.35,"40,257",19.33,"40,205",33.14,"68,937"
000009,Connecticut,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",120,20.96,"43,582",22.18,"46,114",15.79,"32,848",15.68,"32,629",33.79,"70,281"
000009,Connecticut,51-9141,Semiconductor Processing Technicians,50,17.64,"36,704",18.46,"38,392",14.86,"30,920",13.87,"28,856",21.77,"45,270"
000009,Connecticut,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",270,23.67,"49,220",24.62,"51,210",16.43,"34,171",13.78,"28,658",35.74,"74,356"
000009,Connecticut,51-6051,"Sewers, Hand",20,16.16,"33,619",18.17,"37,787",15.56,"32,368",15.82,"32,910",27.57,"57,369"
000009,Connecticut,51-6031,Sewing Machine Operators,770,18.62,"38,736",20.13,"41,873",16.26,"33,817",15.25,"31,712",25.23,"52,481"
000009,Connecticut,51-3023,Slaughterers and Meat Packers,50,14.33,"29,805",15.65,"32,556",13.99,"29,086",14.03,"29,169",19.12,"39,778"
000009,Connecticut,51-8021,Stationary Engineers and Boiler Operators,240,39.3,"81,755",38.32,"79,691",28.02,"58,297",26.81,"55,775",48.25,"100,357"
000009,Connecticut,51-2041,Structural Metal Fabricators and Fitters,450,24.8,"51,585",26.49,"55,087",20.91,"43,488",19.63,"40,841",33.94,"70,604"
000009,Connecticut,51-6052,"Tailors, Dressmakers, and Custom Sewers",220,22.24,"46,270",22.52,"46,833",18.17,"37,798",18.28,"38,017",27.33,"56,848"
000009,Connecticut,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,90,19.35,"40,257",19.77,"41,122",15.62,"32,493",15.63,"32,504",24.8,"51,585"
000009,Connecticut,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",60,17.17,"35,714",19.4,"40,351",15.8,"32,858",15.82,"32,900",30.84,"64,132"
000009,Connecticut,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",70,18.76,"39,017",20,"41,591",16.09,"33,452",14.26,"29,648",22.84,"47,521"
000009,Connecticut,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",30,14.85,"30,889",16.36,"34,025",14.65,"30,472",14.85,"30,889",20.88,"43,425"
000009,Connecticut,51-4111,Tool and Die Makers,"2,050",36.64,"76,211",35.28,"73,366",25.5,"53,034",24.68,"51,325",46.18,"96,053"
000009,Connecticut,51-4194,"Tool Grinders, Filers, and Sharpeners",50,26.11,"54,305",31.46,"65,446",20.75,"43,154",20.49,"42,602",55.7,"115,853"
000009,Connecticut,51-6093,Upholsterers,290,22.27,"46,322",24.01,"49,939",17.26,"35,891",15.49,"32,202",32.94,"68,520"
000009,Connecticut,51-8031,Water and Wastewater Treatment Plant and System Operators,970,38.09,"79,233",37.69,"78,410",26.18,"54,451",26.11,"54,305",51.54,"107,224"
000009,Connecticut,51-4121,"Welders, Cutters, Solderers, and Brazers","2,280",26.56,"55,254",28.71,"59,714",19.76,"41,112",18.1,"37,652",40.07,"83,339"
000009,Connecticut,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",220,26.17,"54,430",28.4,"59,068",18.5,"38,475",17.86,"37,152",40.89,"85,058"
000009,Connecticut,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",220,18.15,"37,756",21.04,"43,759",16.72,"34,776",15.57,"32,368",27.62,"57,442"
000009,Connecticut,53-0000,Transportation and Material Moving Occupations,"123,320",18.92,"39,355",21.89,"45,547",15.31,"31,832",14.34,"29,834",31.58,"65,692"
000009,Connecticut,53-2021,Air Traffic Controllers,80,43.94,"91,405",46.22,"96,151",33.6,"69,876",29.94,"62,269",62.72,"130,448"
000009,Connecticut,53-2011,"Airline Pilots, Copilots, and Flight Engineers",140,N/A,"143,029",N/A,"172,800",N/A,"78,752",N/A,"66,338",N/A,">239,200"
000009,Connecticut,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",20,15.97,"33,226",16.5,"34,339",14.6,"30,364",14.58,"30,323",18.53,"38,533"
